stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
1_01,,元町東,,40.622204,141.210719,1_01,,0,
1_02,,元町東,,40.622164,141.210408,1_02,,0,
10_01,,稲吉,,40.614,141.238089,10_01,,0,
10_02,,稲吉,,40.613927,141.238208,10_02,,0,
102_01,,晴ヶ丘,,40.660424,141.345661,102_01,,0,
102_02,,晴ヶ丘,,40.660572,141.345948,102_02,,0,
103_01,,春日台,,40.663408,141.349726,103_01,,0,
103_02,,春日台,,40.663072,141.349071,103_02,,0,
104_01,,三沢駅,,40.668709,141.353882,104_01,,0,
104_02,,三沢駅,,40.668567,141.353941,104_02,,0,
105_01,,新町（三沢）,,40.6742671,141.3541992,105_01,,0,
105_02,,新町（三沢）,,40.673996,141.353226,105_02,,0,
106_01,,大町二丁目,,40.678991,141.360796,106_01,,0,
107_01,,中央三丁目,,40.680196,141.361685,107_01,,0,
108_01,,大通,,40.682733,141.363786,108_01,,0,
109_01,,アメリカ広場,,40.684698,141.365464,109_01,,0,
11_01,,観音寺前,,40.613961,141.242372,11_01,,0,
11_02,,観音寺前,,40.613858,141.242195,11_02,,0,
110_01,,三沢中央,,40.684858,141.36661,110_01,,0,
110_02,,三沢中央,,40.685993,141.366574,110_02,,0,
111_01,,市役所・公会堂前,,40.683351,141.369574,111_01,,0,
112_01,,中央四丁目,,40.678398,141.361536,112_01,,0,
112_02,,中央四丁目,,40.678259,141.360815,112_02,,0,
113_01,,上下水道庁舎前,,40.680049,141.365147,113_01,,0,
113_02,,上下水道庁舎前,,40.681235,141.366373,113_02,,0,
114_01,,桜町,,40.680683,141.370249,114_01,,0,
115_01,,高校通（三沢）,,40.679103,141.369013,115_01,,0,
118_01,,三高前,,40.605519,141.220655,118_01,,0,
118_02,,三高前,,40.604266,141.221777,118_02,,0,
118_03,,三高前,,40.604267,141.221799,118_03,,0,
119_01,,南小学校通,,40.60706,141.219447,119_01,,0,
119_02,,南小学校通,,40.606925,141.219744,119_02,,0,
12_01,,三本木営業所,,40.613817,141.249353,12_01,,0,
12_02,,三本木営業所,,40.613754,141.248578,12_02,,0,
120_01,,並木,,40.60824,141.218531,120_01,,0,
120_02,,並木,,40.608105,141.218821,120_02,,0,
122_02,,六戸高校前,,40.617383,141.328288,122_02,,0,
123_01,,吾郷,,40.60069,141.207263,123_01,,0,
123_02,,吾郷,,40.600959,141.207481,123_02,,0,
124_01,,東吾郷,,40.602412,141.21041,124_01,,0,
124_02,,東吾郷,,40.602312,141.210485,124_02,,0,
125_01,,南小学校前,,40.603359,141.212646,125_01,,0,
125_02,,南小学校前,,40.603307,141.212728,125_02,,0,
126_01,,西並木,,40.604566,141.215295,126_01,,0,
126_02,,西並木,,40.604496,141.215372,126_02,,0,
127_01,,三高通,,40.606504,141.218221,127_01,,0,
127_02,,三高通,,40.606613,141.218322,127_02,,0,
128_01,,西穂並,,40.608923,141.216337,128_01,,0,
128_02,,西穂並,,40.608909,141.216495,128_02,,0,
129_01,,市役所前（三沢）,,40.682913,141.367855,129_01,,0,
129_02,,市役所前（三沢）,,40.683427,141.368156,129_02,,0,
13_01,,青果市場前,,40.612677,141.258554,13_01,,0,
13_02,,青果市場前,,40.612448,141.259656,13_02,,0,
